district,crop,pH,N,P,K,avg_temp,total_rainfall,avg_humidity,yield
Vikarabad,Soybean,5.5,93,65,58,29.527537749715194,638.031391326422,69.21171581665584,4.44
Jayashankar Bhupalpally,Jowar,6.9,152,21,45,25.163295807327692,325.0209539264912,68.20501978420623,4.16
Narayanpet,Cotton,6.9,102,74,80,32.39347490363589,228.63278845861043,53.94510984702254,4.01
Mancherial,Bengal Gram,5.4,144,47,55,30.99415666409137,872.7267252607129,63.15799138202621,4.33
Warangal,Ragi,6.6,92,49,49,24.186152023230584,262.9264715467451,66.48760246944335,2.98
Suryapet,Groundnut,5.4,173,48,57,34.91474174135175,854.0119223095403,56.61244376339124,4.56
Komaram Bheem Asifabad,Cotton,5.7,168,55,63,27.092605447159745,565.9283044732067,52.362061584697564,5.53
Wanaparthy,Cotton,5.4,141,38,49,29.695587631157913,399.46231011706277,41.976938422784116,4.99
Mahabubnagar,Maize,5.1,165,65,46,32.62761635207878,628.2189578808739,83.48061586770007,6.08
Rangareddy,Red Gram,7.1,136,57,28,25.24201507783929,855.1960205270688,41.489781464317026,3.37
Vikarabad,Cotton,7.3,116,62,67,26.631186116593604,824.0847765060693,50.82252377285968,5.34
Yadadri Bhuvanagiri,Onion,5.1,174,70,67,37.45786075435431,831.8350842883432,45.66150949957177,28.06
Jayashankar Bhupalpally,Jowar,6.1,70,67,22,28.981569134849412,549.0400878653734,70.53536611933731,3.54
Nizamabad,Onion,5.1,114,52,32,32.02969321254332,285.6008713354442,67.00891436989846,26.57
Mancherial,Cotton,6.7,118,41,61,30.682915957662395,474.89460565436565,55.30715716122588,5.01
Warangal,Ragi,5.1,176,79,33,27.499161864474562,235.11907395626957,55.55913011052958,4.04
Hyderabad,Bajra,6.6,125,29,61,32.014900900774265,488.40421453369964,45.67611872624768,3.77
Suryapet,Bengal Gram,7.3,75,29,27,37.862540631383226,204.04352022493663,53.77317474876324,2.22
Komaram Bheem Asifabad,Sesame,7.4,77,22,68,30.699122942041107,528.4751792210857,79.61632988537622,2.89
Rangareddy,Bajra,5.6,117,55,50,30.848469433214117,732.3275709296711,73.28339658449103,3.84
Karimnagar,Onion,5.5,32,78,36,34.91548945762352,241.48383916360007,58.43420069179159,25.63
Nagarkurnool,Red Gram,6.8,173,32,49,30.02388723467748,856.9658233851524,42.73166039909049,4.49
Siddipet,Bajra,6.8,33,66,64,22.67895117048753,549.1763183339315,81.02292890281822,3.19
Jayashankar Bhupalpally,Sugarcane,7.5,65,29,26,29.550982684212777,233.29467573004177,68.5706554649439,66.46
Nizamabad,Bajra,6.2,166,70,62,30.945199415467506,676.4344257319199,83.88677589825248,4.99
Medak,Onion,7.4,65,55,26,31.63042028652483,456.8811617885734,79.77622662976606,26.83
Komaram Bheem Asifabad,Sunflower,5.8,117,50,62,33.47967073739082,351.62663364015305,72.1063438268067,3.17
Rajanna Sircilla,Jowar,5.1,112,65,38,37.12423950744012,818.1044964765479,42.36883695179231,3.96
Mahabubnagar,Red Gram,6.5,115,71,72,24.238049919292656,545.762008734001,69.56188356534248,3.72
Sangareddy,Red Gram,5.1,134,44,63,30.581284549271302,847.4468018675434,52.71267340873948,3.36
Peddapalli,Maize,7.3,104,51,60,30.23657730493113,281.2827252538892,81.71265055320879,4.44
Hanumakonda,Soybean,6.0,129,74,48,23.685684548353038,225.08861994980106,60.831298208677,3.76
Bhadradri Kothagudem,Sesame,7.4,71,62,67,31.110624691798385,493.1245126072718,66.2707994878958,2.65
Rangareddy,Maize,6.6,61,70,65,37.165653013042046,894.0105085655035,40.831770695833306,4.69
Khammam,Bengal Gram,6.1,144,49,80,37.50194926927122,528.5483182176313,41.4749369750903,3.88
Hanumakonda,Sesame,6.1,83,31,57,28.889423977579092,877.6485006560484,72.68636483883719,2.7
Hanumakonda,Groundnut,6.3,40,45,42,29.19396602450267,759.465538488211,62.35578846459365,3.7
Vikarabad,Onion,5.6,175,39,61,23.90997347055889,238.25185730079008,44.08472103176761,27.16
Wanaparthy,Cotton,7.4,72,36,79,22.732393466727025,743.3604088473362,53.00173070832847,4.27
Medak,Soybean,5.3,98,75,23,22.64691934643325,853.6980660730188,78.71991906646036,4.14
Bhadradri Kothagudem,Onion,5.6,175,53,51,37.37338418501832,423.30517733815276,55.71421523235155,27.65
Sangareddy,Sesame,5.7,66,76,41,22.299534372270863,692.9043889289746,64.1246499578586,2.79
Vikarabad,Sunflower,5.6,112,73,73,35.12219167314307,726.2828266240884,51.79519190478691,4.07
Warangal,Bengal Gram,7.0,72,70,79,25.09774288616655,313.0376588368659,81.6328232656526,2.94
Mancherial,Ragi,5.8,93,38,74,32.243447217454275,826.1487488289351,44.97852799768463,3.42
Nizamabad,Chilli,7.0,120,35,69,37.92612980102892,485.4777618441655,75.88288062959273,3.48
Sangareddy,Ragi,5.9,168,58,40,22.963538925286187,868.7787827018024,40.79713910634277,4.42
Jayashankar Bhupalpally,Onion,5.7,149,71,60,37.576573103385456,604.2181149078904,60.22326264684441,26.93
Narayanpet,Maize,6.3,176,37,63,26.580828323730866,320.2192241004826,71.62441871865435,5.28
Vikarabad,Bengal Gram,7.3,140,57,56,35.531025976019066,331.22903277651847,63.25502969775657,3.08
Vikarabad,Groundnut,7.4,73,54,53,36.533742359414816,350.2526885240893,83.58034410563491,3.56
Mahabubabad,Ragi,7.1,155,30,49,34.27266016353718,839.5523948502773,41.877690212098635,4.01
Mancherial,Onion,6.3,139,39,69,28.797826945661967,654.6565249155427,77.075939736681,27.62
Siddipet,Cotton,5.7,139,75,68,29.798811099105823,757.3615176268279,82.32783748754323,5.62
Hyderabad,Chilli,5.2,107,57,45,35.31993389800404,288.35980455925704,74.82599499408443,3.22
Vikarabad,Sunflower,6.3,154,78,27,36.95106468149428,710.1026655933834,74.84345317616652,4.07
Suryapet,Onion,6.7,56,61,63,31.332221659190584,502.8845905728356,47.01736715580378,26.99
Mahabubnagar,Sugarcane,5.8,141,75,76,31.357571885752726,433.7658947137407,84.03842935668382,67.65
Khammam,Rice,7.2,97,35,67,37.99070787464922,267.7769196033365,43.850534584284794,5.11
Peddapalli,Groundnut,6.9,54,71,31,31.66336962549901,236.90520301834837,72.62299398344419,2.95
Jangaon,Maize,5.3,81,24,25,26.986714178205965,819.0267691229645,52.121093292326506,4.47
Sangareddy,Maize,6.0,51,80,59,29.620330122378874,453.42881404081766,54.56876073210182,4.13
Siddipet,Sugarcane,6.2,120,41,43,22.2458443447946,211.49753610416286,56.586651462060075,66.69
Jangaon,Sugarcane,7.0,25,21,58,26.296776851053814,861.5968422148394,82.05289188727313,66.01
Nagarkurnool,Cotton,5.5,73,27,23,35.507842389314334,818.8324493828662,45.972692077126744,3.72
Medchal Malkajgiri,Sunflower,6.7,58,37,69,28.881458053216193,484.65574026862754,52.80766929167172,3.3
Yadadri Bhuvanagiri,Sesame,6.7,168,64,55,29.89993176467492,240.9600442665605,77.81555311339615,3.45
Yadadri Bhuvanagiri,Groundnut,6.0,157,21,72,24.19941569689925,552.2595011520954,73.5845783583801,4.51
Karimnagar,Sunflower,5.8,54,80,56,26.543253391307545,809.4796374820504,66.77202666264105,3.26
Jayashankar Bhupalpally,Sugarcane,6.2,121,79,24,33.01401557769711,225.54912314730453,41.68797843127971,66.92
Nirmal,Sunflower,7.2,66,70,51,25.752437760596834,556.1517944109758,58.169111641641095,3.84
Nagarkurnool,Bengal Gram,6.1,172,32,66,32.27389580611724,805.4864821355533,48.94248556644985,4.05
Nagarkurnool,Red Gram,6.7,31,32,61,27.25572606295922,750.3376438455361,66.65411753480119,2.34
Narayanpet,Sunflower,6.3,88,54,61,28.567378824409253,549.4499799045136,81.9622195034635,3.35
Nizamabad,Maize,7.0,87,54,30,29.8886858526011,857.3927548960277,65.10064739628308,5.38
Yadadri Bhuvanagiri,Groundnut,5.0,78,30,60,34.63592643414967,379.5530694584788,70.99176007854396,3.61
Nirmal,Rice,5.2,140,44,67,27.577619415174862,361.8213147258899,42.38897047335307,5.19
Mahabubnagar,Sunflower,5.9,39,32,43,30.99275164092679,662.7492963395753,45.594788195068276,2.8
Wanaparthy,Rice,7.1,47,23,62,37.15413683683659,843.000295398583,67.11879413729233,4.39
Jangaon,Chilli,7.0,116,75,21,23.404496414299942,747.0695137720379,41.077802772714456,4.15
Nagarkurnool,Onion,5.9,154,63,80,31.030228228235607,501.7357550866779,83.29047110110434,27.96
Khammam,Bengal Gram,7.2,51,43,53,30.996564651825338,707.1297579110574,45.23400514073372,2.73
Warangal,Ragi,5.9,174,53,28,31.323296559033864,793.8275152764163,81.81281205919795,4.64
Bhadradri Kothagudem,Sugarcane,6.8,178,53,77,32.216794371172014,282.30829872319987,69.51981841911133,67.31
Wanaparthy,Bengal Gram,5.9,135,53,45,29.21985062702785,564.0153622350583,82.8538477414787,4.01
Sangareddy,Red Gram,5.9,34,24,21,27.219115675607647,729.3341942787208,58.72053029478959,2.8
Kamareddy,Rice,5.6,96,38,66,37.16069392504797,886.8259733190891,64.97481431586043,5.48
Yadadri Bhuvanagiri,Rice,7.4,134,43,45,33.505355199873144,501.7361446129251,70.56665050056858,5.36
Mahabubabad,Sugarcane,7.4,70,51,39,29.580808403056047,337.0006273364584,52.098235628634825,66.91
Rajanna Sircilla,Onion,5.1,164,41,63,33.465126182472815,710.6106541752501,64.36863816543786,27.74
Mancherial,Sesame,7.3,168,51,59,33.27920157842465,379.5398417743688,74.3400408213329,3.63
Medchal Malkajgiri,Maize,5.1,91,55,41,26.662172409493913,783.1973834546012,77.03801948000674,4.92
Bhadradri Kothagudem,Jowar,5.4,52,77,67,22.134849721008877,337.07879838387635,52.612442177397746,2.93
Nizamabad,Sesame,7.2,161,67,43,34.2588495332331,473.1438362091168,83.16877776626373,3.52
Jagtial,Rice,5.2,138,65,52,23.423392111966756,320.2644785234167,52.758461268659026,5.83
Medchal Malkajgiri,Maize,7.5,29,59,37,36.418488317434026,761.1915418793782,60.93755053737267,4.15
Kamareddy,Sunflower,5.2,31,45,58,28.10271473138872,589.3378931378029,49.13181914470959,2.94
Nalgonda,Maize,5.8,20,28,67,34.14564622549758,646.9391396225265,51.64914523812432,4.12
Komaram Bheem Asifabad,Sugarcane,7.2,145,61,41,29.026700596109034,277.5360293404675,77.83749395202622,67.48
Jagtial,Soybean,6.0,39,20,67,35.70966377919195,641.7109521291313,83.15782899338004,3.47
Yadadri Bhuvanagiri,Sugarcane,6.5,68,80,32,35.531185024130636,389.2094924887235,68.9843958162182,65.99
Mahabubabad,Bajra,6.8,172,51,53,36.734430600869885,468.04326432959755,40.777563485476556,3.95
Suryapet,Rice,7.4,120,22,23,37.145911947402375,769.9706398110069,41.107699715615176,5.29
Medak,Sunflower,5.3,26,43,72,32.83833799550844,544.8686076849206,60.3113379028863,3.32
Jagtial,Sugarcane,5.5,26,22,50,34.58108738253462,250.3248128797031,50.472982013083,65.14
Medak,Soybean,5.1,75,52,79,23.1230251494057,578.0736684234068,64.17393188148314,3.8
Mahabubnagar,Bengal Gram,5.8,149,70,26,32.5669549538036,632.9876302836274,58.153950288058226,3.29
Medchal Malkajgiri,Sesame,5.8,161,62,67,32.99534259781794,697.9322405090377,64.0191976763684,3.59
Bhadradri Kothagudem,Red Gram,6.4,101,32,79,37.47161556154603,587.6919162871525,59.836114469882006,3.23
Mahabubnagar,Ragi,7.4,124,25,43,28.073623253141633,777.5713428734098,66.93203880681564,3.82
Bhadradri Kothagudem,Bajra,6.7,76,58,63,32.60730570824664,692.6261108784272,50.90854323859326,3.22
Peddapalli,Red Gram,6.5,162,21,38,33.26185046060024,722.3661566957305,78.73711806658113,3.37
Peddapalli,Ragi,7.1,148,21,36,25.571752072310417,497.9416910757229,41.66891008004339,3.32
Mulugu,Rice,6.6,175,77,76,29.809993977542703,520.4939840081851,77.92902271393294,6.19
Nalgonda,Rice,7.2,119,36,27,33.1056598854951,206.52524211070374,60.41658596107679,5.51
Narayanpet,Red Gram,6.9,174,63,61,29.87482816199764,529.3033830776291,64.48610077245952,3.67
Warangal,Sesame,6.1,169,32,72,23.546575536791067,725.6890844636847,43.432409468981795,3.76
Mancherial,Ragi,7.3,145,71,24,29.322320426549457,427.1324110196807,69.59619605751205,3.59
Vikarabad,Sugarcane,6.6,120,40,71,32.70432073859882,267.4960028859198,69.16036927528305,67.06
Jogulamba Gadwal,Rice,6.4,138,55,49,35.315843318662104,374.9508301846566,66.96497876590749,5.39
Siddipet,Bajra,6.2,169,31,52,24.126705839155143,314.23387190163936,46.12127224079761,4.15
Kamareddy,Soybean,5.9,105,29,78,32.72850614296813,481.4502493750404,79.8459806670389,3.62
Medak,Bengal Gram,6.5,25,36,51,22.63928672579836,738.094208210315,78.27425926284357,1.92
Jogulamba Gadwal,Cotton,7.0,47,55,65,23.807135508931196,860.1846393649166,74.61026930158133,4.41
Nagarkurnool,Sunflower,6.0,55,33,71,36.73402534609105,450.6098430047932,52.1580462714125,2.74
Wanaparthy,Bajra,6.4,140,57,61,33.26330732508895,500.99342644654564,73.90310241574278,4.45
Medchal Malkajgiri,Bengal Gram,6.8,45,56,71,25.98566288733019,727.1584438699668,74.83964278054525,2.37
Hyderabad,Maize,5.6,142,33,69,25.432121146425743,816.3170594100783,42.252229886246646,5.34
Hyderabad,Sunflower,6.1,158,67,30,33.70662513796455,569.6921213950561,58.96824559961498,4.02
Mahabubabad,Rice,6.2,128,64,65,29.983247530343462,274.88323647157847,69.60558239040355,5.73
Narayanpet,Groundnut,6.5,132,38,61,23.797387771306596,393.5045087682354,48.27452316292566,3.5
Khammam,Red Gram,7.1,158,41,64,30.404425437776865,488.86965408702713,42.57123089328063,3.88
Suryapet,Bengal Gram,6.2,148,50,80,37.167211395902555,361.9530989059901,72.06461721160653,3.84
Nagarkurnool,Sunflower,5.6,143,74,39,35.283348087833815,497.322138546687,84.34362858346412,4.25
Nizamabad,Bengal Gram,6.5,135,40,68,27.084001170211806,356.369732056275,65.75307572172301,2.98
Kamareddy,Sunflower,6.5,108,31,51,32.44939798317683,410.5547038222285,53.286387676746706,3.64
Karimnagar,Rice,6.8,117,48,45,23.34268436705961,766.8800682468787,42.041993985541126,5.68
Mancherial,Onion,5.1,37,40,48,30.311704509361686,574.3062653214942,66.79055073911843,26.52
Narayanpet,Chilli,6.2,139,47,67,25.537410308324,424.35922879571933,46.10856719607513,4.15
Khammam,Maize,7.4,51,62,24,28.42948340737392,674.5344933569646,47.767188738019286,4.49
Sangareddy,Bajra,5.8,45,69,40,34.529825601513416,645.9052328304366,46.77942342881463,2.98
Rangareddy,Ragi,6.9,154,70,76,30.528840168350072,618.0215354541414,42.57090392150121,4.2
Vikarabad,Onion,6.3,87,42,21,31.33170173278728,681.6344841354382,82.06766772583126,27.27
Jayashankar Bhupalpally,Chilli,7.4,148,53,67,24.77824416795012,881.523802371571,76.94929292425613,4.73
Vikarabad,Red Gram,6.5,43,70,23,36.42455056107803,244.7671875007901,42.054531827324,1.59
Mahabubnagar,Sesame,6.4,60,61,31,31.02151529235167,509.2419368866123,64.99205811483944,2.41
Hyderabad,Bengal Gram,7.4,103,22,56,27.19012340954106,607.2743651083898,67.17513433616597,3.43
Siddipet,Maize,6.1,152,59,51,23.452414143901585,795.1712780844213,54.17476800186244,5.23
Peddapalli,Groundnut,5.0,107,44,49,24.065126054088957,672.0858179917509,43.236510813415265,3.51
Komaram Bheem Asifabad,Onion,5.6,171,65,48,22.56708145011995,804.6584412234929,73.21724410155346,27.7
Mahabubnagar,Jowar,5.9,152,32,60,27.72681653722385,286.42131916851883,69.00411941440561,4.04
Adilabad,Chilli,7.2,118,34,77,37.010108548625375,482.52849701751467,48.998009734586795,3.33
Nalgonda,Bengal Gram,5.0,21,28,66,23.114369099672615,891.5536627128025,58.627636933495566,2.76
Mahabubnagar,Bengal Gram,5.7,42,30,25,35.11432477809275,545.0859684447753,79.87296325294926,1.78
Rangareddy,Cotton,7.2,75,68,61,28.570422303725373,830.3011586520813,76.65038620247316,4.4
Jangaon,Soybean,6.3,68,44,53,31.72974684497183,862.3943160517076,72.72200163002536,3.67
Mahabubabad,Jowar,7.0,114,22,72,30.476196281004604,878.4328191651399,68.84980370896551,4.12
Vikarabad,Ragi,5.5,93,44,27,24.92375161012432,694.900514157413,78.23985716805387,3.26
Hyderabad,Onion,7.5,103,27,60,22.280207949170975,656.7703163208481,64.27991317379451,26.62
Jayashankar Bhupalpally,Jowar,5.2,94,37,78,30.070882543911875,789.3577013372923,56.813138506905034,3.78
Suryapet,Maize,6.6,122,67,23,24.704624372950928,235.41923405048692,49.24767751662798,4.92
Jayashankar Bhupalpally,Cotton,6.8,28,73,59,26.04086601028644,337.51583361413327,51.66819371194235,3.38
Medchal Malkajgiri,Cotton,7.2,174,25,73,32.385698570050096,386.56209045527146,81.19676331605923,4.96
Nalgonda,Bajra,6.4,43,43,46,32.795690441882115,502.18247648875433,55.188784934495445,3.06
Jagtial,Bajra,6.3,25,55,36,24.01283653002795,458.06257989758575,41.177435037764525,2.6
Nagarkurnool,Ragi,6.7,178,35,24,35.59369144751088,433.30608792534804,69.5449521579251,4.15
Narayanpet,Sugarcane,5.3,115,48,37,28.561505087082672,624.9960544973359,47.011424245119755,67.25
Hyderabad,Onion,7.3,142,20,77,35.77404469864071,286.3918860852458,61.65047209910797,27.07
Sangareddy,Groundnut,7.4,160,29,30,34.77080651523666,728.3209739006778,71.98246555935494,4.2
Suryapet,Sunflower,5.2,138,79,71,25.07300275343502,639.0027121027254,60.91218228494835,4.74
Mahabubabad,Sunflower,5.8,144,78,38,35.631495164444644,459.1564000109387,61.20902056200799,4.03
Hanumakonda,Jowar,6.3,72,35,42,25.8404912621104,256.3879963288022,47.018392024921376,3.54
Jogulamba Gadwal,Bengal Gram,5.8,131,53,66,35.99598258117649,305.10074445089043,58.025388740834856,3.01
Adilabad,Bengal Gram,5.7,20,44,25,28.63307474326546,203.83008534324816,44.74907586521985,2.13
Mahabubnagar,Jowar,7.3,23,27,25,31.915305112588065,454.35951917342584,78.82985821368257,3.09
Narayanpet,Sunflower,6.3,170,55,59,32.33938808621561,490.79400162471933,45.16490946568848,4.74
Rangareddy,Maize,6.1,111,59,44,26.164235141110552,875.4025779250834,79.76654300444179,5.31
Medchal Malkajgiri,Maize,5.6,155,65,65,35.60952659874519,688.7972323436594,58.935252553023915,5.88
Peddapalli,Maize,7.3,129,45,76,23.167005818243197,825.0167618165949,40.944601178641435,5.25
Nizamabad,Soybean,6.4,153,37,48,28.46761917571549,528.0459903271551,41.19198238083731,4.58
Komaram Bheem Asifabad,Red Gram,5.1,42,52,32,24.897463111041063,389.6372638853408,49.26168001224816,1.76
Nalgonda,Groundnut,6.0,143,43,34,25.405994894688696,804.938730464195,42.96600279400132,4.63
Jogulamba Gadwal,Sunflower,6.4,99,30,43,22.31049552282623,658.9714235805588,43.37753316727717,3.81
Siddipet,Sugarcane,6.2,133,77,23,25.675747038633087,266.9116777529947,42.276704427018686,66.59
Siddipet,Sunflower,5.1,49,35,67,35.976487743797854,830.949630764546,82.87788243044236,3.54
Kamareddy,Rice,6.6,167,69,54,31.048288477451873,419.25435366580564,73.33020221824461,6.21
Jagtial,Sunflower,7.0,23,42,72,25.348887126404893,570.1797284967603,57.37223105232154,3.05
Jangaon,Bengal Gram,6.2,28,49,55,23.879518886908908,516.963100274146,63.1629073928878,2.75
Medak,Maize,5.1,26,32,46,32.14834207686978,559.6392976387824,54.54828512680734,4.01
Jayashankar Bhupalpally,Sesame,7.4,59,67,77,33.89507689009788,874.6033780168452,80.02342982694137,2.55
Mahabubabad,Maize,6.6,155,50,55,30.79661530118858,206.10726830400137,44.20407901761397,4.82
Mancherial,Bajra,5.8,52,59,63,23.470794284835854,689.081183704797,45.05472270757707,3.36
Adilabad,Sugarcane,6.5,45,62,43,33.26689137185416,717.2729706734453,79.98913982102357,66.18
Vikarabad,Bengal Gram,5.2,148,43,42,35.71512999828536,237.50677306547414,48.98008226554086,3.41
Suryapet,Cotton,5.8,28,41,64,27.754557762814592,738.4788698968733,82.92442846886105,4.18
Nalgonda,Bengal Gram,5.7,90,40,48,25.94404364540785,772.2938869965258,75.31304319620662,2.79
Yadadri Bhuvanagiri,Sunflower,7.2,132,28,57,36.92668620955669,366.6530939971175,62.63492629532663,3.9
Sangareddy,Sugarcane,6.5,108,70,60,29.913194346146845,788.4032281166294,59.373424031743895,67.61
Mahabubnagar,Ragi,6.4,136,42,45,25.54866516772516,437.40782373662705,53.651233568126045,3.09
Yadadri Bhuvanagiri,Red Gram,5.4,33,53,70,35.12347335649508,444.8120128262774,47.02977730362516,1.92
Mahabubnagar,Rice,5.6,96,24,66,37.16292563118974,869.1576466867925,84.65953294286177,5.4
Medchal Malkajgiri,Sesame,5.5,150,67,75,34.033109638481676,326.01595636661705,64.04268975926038,2.8
Wanaparthy,Cotton,6.2,21,63,60,26.604609736999723,460.8669685734591,46.606025698505164,3.6
Rangareddy,Cotton,5.9,159,21,27,29.08448995441043,875.2955325774965,62.32976939856572,5.33
Nagarkurnool,Bengal Gram,7.0,74,32,48,31.564148871028245,518.4658124412491,60.14490730065302,3.0
Adilabad,Ragi,5.2,136,74,41,33.05193206701673,283.9254446673449,54.01936672051434,3.56
Mulugu,Maize,6.0,87,31,50,37.06455377137297,899.9006520417569,81.8759126749651,4.75
Hyderabad,Cotton,6.5,127,47,31,24.437563878866435,554.7001489242821,66.758973678811,4.66
Siddipet,Jowar,7.2,87,28,50,23.79223457692588,837.3868402703921,64.74562324934138,4.15
Mancherial,Bengal Gram,7.0,177,55,63,24.131424842767956,601.4478889246133,73.93274589632912,3.46
Jogulamba Gadwal,Bengal Gram,5.6,31,80,76,32.45644414470559,683.8140840281328,51.477432965556076,3.07
Hyderabad,Sunflower,5.8,93,39,73,35.95659638386599,280.5196034907424,70.29083682171775,3.44
Warangal,Sesame,6.5,104,48,47,29.250553786827606,807.6558910182528,40.04273485585826,3.59
Suryapet,Groundnut,6.2,91,66,36,27.780377765916455,346.01554956518135,78.6977062259809,3.17
Mahabubabad,Bajra,6.0,155,22,63,32.90436650443122,601.1014267021467,80.1521825579617,3.75
Narayanpet,Cotton,7.2,101,47,37,27.52816918489458,770.8067205473934,80.49850013701499,4.73
Karimnagar,Soybean,6.5,129,52,78,36.88121534515983,649.8805160861974,62.453567774096804,4.86
Medak,Sunflower,7.0,150,39,42,27.40558985265769,420.68676753344334,78.9413537706344,4.22
Kamareddy,Maize,5.5,101,58,43,35.581105150207826,586.5566521441096,75.36040954244667,5.07
Sangareddy,Red Gram,6.1,59,20,69,30.043724001672345,551.9347988175475,53.62072140457053,2.52
Rangareddy,Ragi,7.1,69,41,59,37.88734056198255,766.0359062584133,70.1044390614646,2.8
Komaram Bheem Asifabad,Sugarcane,6.9,115,61,52,37.02287974443142,376.6612390315678,75.65360453701018,66.43
Kamareddy,Groundnut,5.6,34,80,69,34.896592929725344,319.1511697982357,53.026658516316296,3.28
Rangareddy,Bengal Gram,7.2,41,34,40,25.56166410294023,446.5741948749714,53.890984118197835,2.02
Mulugu,Jowar,6.8,113,41,77,22.531772586756254,439.1835146818719,77.22990031739614,3.91
Suryapet,Sugarcane,6.1,166,45,64,29.973890856766303,421.9488508239947,84.14473279074096,67.88
Komaram Bheem Asifabad,Sunflower,5.5,179,34,80,25.31995744066758,442.81463089302633,55.52208210898123,4.02
Jogulamba Gadwal,Chilli,5.6,95,75,21,26.22237316158747,878.2709422587071,49.25915051120667,3.68
Vikarabad,Jowar,6.4,81,51,27,32.3975684122624,606.8381586002693,77.1941552827568,3.91
Suryapet,Sugarcane,6.4,61,33,67,26.504433401970115,387.4125796704662,52.51613173830651,66.74
Suryapet,Sunflower,7.1,67,23,23,35.576974009237624,704.8125339732056,73.71576916872972,2.66
Jayashankar Bhupalpally,Jowar,6.7,113,68,80,37.648382276970615,447.38468209516236,42.66704537155176,4.35
Narayanpet,Sesame,7.4,151,29,37,37.36016372567032,348.57654983716895,70.75724359177377,2.51
Nagarkurnool,Sunflower,6.2,79,46,61,23.48989296010873,278.2758206340274,76.81845581668469,2.95
Rajanna Sircilla,Onion,5.8,98,31,51,33.38187879931831,356.1831312673241,45.96952332710699,26.04
Jayashankar Bhupalpally,Soybean,5.2,92,25,52,30.67084135030938,589.2692868922908,43.38720345683967,3.8
Bhadradri Kothagudem,Bajra,6.0,86,44,42,27.21308523470998,224.48497197211884,50.61237639639993,3.1
Hanumakonda,Jowar,6.7,153,74,55,30.581684592918904,225.74217396429194,49.21650239315964,4.02
Nalgonda,Cotton,5.3,62,77,21,33.09258068852562,432.1829586719122,61.86097614110524,3.5
Bhadradri Kothagudem,Groundnut,5.1,124,31,66,32.50656872832856,626.5748048073483,57.768405345806016,3.98
Siddipet,Groundnut,6.2,118,43,75,27.127462768006605,699.9357329838666,58.531544910519216,4.31
Jogulamba Gadwal,Maize,5.4,42,68,22,29.4068611644211,268.918721355178,60.09683885883476,4.2
Nirmal,Ragi,7.4,22,66,38,26.11961240120496,290.8974870046675,69.88292720258545,2.62
Jayashankar Bhupalpally,Chilli,6.5,75,63,20,28.551284819556237,228.79247815305266,83.50530726489164,3.47
Yadadri Bhuvanagiri,Rice,6.2,48,35,59,28.352134085724398,868.26495403739,64.79072714505669,5.05
Peddapalli,Bengal Gram,5.2,64,77,35,31.15953278896142,374.8836276838957,66.94285809607564,2.37
Khammam,Jowar,7.4,67,77,25,29.43560449644464,576.4919528532328,63.060581534068106,3.37
Medchal Malkajgiri,Rice,5.4,176,26,64,25.797139395839572,827.6388740275241,44.92436977957238,5.95
Yadadri Bhuvanagiri,Red Gram,5.4,86,28,26,22.646941623016332,801.7355664570811,60.56604717299733,3.19
Mahabubnagar,Rice,6.0,57,47,46,33.448772581934776,287.5741560300721,43.10620383618104,4.7
Mulugu,Sesame,5.8,24,41,51,25.77335588449553,592.6520869402034,59.54673233293141,1.92
Jagtial,Groundnut,7.4,61,77,80,23.313318511805335,312.4413885969197,42.56216393872576,3.05
Jangaon,Bengal Gram,6.9,145,33,56,24.91617045497717,790.0683919769973,65.70837629157872,3.93
Adilabad,Bengal Gram,5.8,128,60,56,37.239203134605155,785.5267296748298,77.84882042674158,3.52
Mahabubnagar,Bengal Gram,5.7,48,36,60,28.8429396611751,501.6583497804759,81.65131296977026,2.8
Hanumakonda,Sugarcane,7.5,72,62,36,37.90211494128689,710.3454098558308,81.15450104390592,66.44
Jagtial,Cotton,5.5,107,57,38,29.43292162845369,487.87267396458554,69.31686180451776,4.38
Hyderabad,Maize,6.1,96,22,48,30.55627436742774,856.7240189401158,56.10944572173113,5.02
Peddapalli,Groundnut,5.4,126,47,39,30.031614822366905,414.18721220597706,68.84525655233648,4.02
Mahabubnagar,Red Gram,5.3,152,57,73,28.082263408552937,767.9675723248929,77.76669889614627,3.73
Jagtial,Maize,7.0,157,28,72,24.622483898552424,682.0525307807934,74.04436842551334,5.67
Nirmal,Cotton,6.7,171,35,65,33.95880608413589,762.2748014708035,73.94589086802009,4.83
Medak,Bajra,6.1,111,58,23,25.204073179704757,584.6791968837772,73.91712597645983,3.75
Sangareddy,Ragi,7.4,61,42,45,31.284604427384163,341.3950537903275,65.67159539298635,3.06
Vikarabad,Sunflower,6.1,92,32,22,23.996487381280126,809.874948310653,62.63960257644673,3.9
Jayashankar Bhupalpally,Chilli,7.1,51,59,39,35.67587681819327,632.2901431234836,68.80863746477102,3.71
Jagtial,Bajra,6.8,20,27,21,29.842209459134,677.1415385759731,74.06765567140886,3.03
Khammam,Bajra,6.9,149,21,48,30.864419738089182,436.42988704178424,47.00771894024775,4.31
Peddapalli,Groundnut,5.2,75,62,70,24.38362212821868,812.9673746312432,62.966518563470785,4.15
Hyderabad,Onion,6.2,31,64,32,28.809195456024955,743.7107720555705,69.28258267872012,26.12
